row=15
col=15
1,8,2
1,9,2
1,12,3
1,13,2
1,14,2
2,1,1
2,3,1
2,6,2
2,7,2
2,8,2
3,2,3
3,3,2
3,5,2
3,7,2
3,8,3
3,9,1
3,11,1
3,12,2
3,14,2
3,15,1
4,1,2
4,3,2
4,4,1
4,5,1
4,7,1
4,8,2
4,9,3
4,10,2
4,12,3
4,13,2
4,14,2
5,2,2
5,3,2
5,4,2
5,5,2
5,6,2
5,7,2
5,11,2
6,3,2
6,10,2
6,11,2
7,1,1
7,3,2
7,5,2
7,7,2
7,8,2
7,9,3
7,10,3
7,11,1
7,13,2
7,14,2
8,2,2
8,4,2
8,5,1
8,8,2
8,11,3
8,13,3
8,14,2
8,15,2
9,3,2
9,5,3
9,9,3
9,11,2
9,12,0
10,3,1
10,4,1
10,6,2
10,9,1
10,14,2
10,15,2
11,2,3
11,4,3
11,5,2
11,6,2
11,7,2
11,9,2
11,13,3
11,14,2
12,5,1
12,7,2
12,9,2
12,12,1
12,13,3
13,4,2
13,5,0
13,7,2
13,8,3
13,9,2
13,10,1
13,13,1
14,2,2
14,3,2
14,7,2
14,8,2
14,9,2
14,10,3
14,13,2
14,15,2
15,2,1
15,7,2
15,11,3
15,13,3
