row=15
col=15
1,1,2
1,2,3
1,3,2
1,4,2
1,5,3
1,7,3
1,8,2
1,12,1
2,1,2
2,5,1
2,6,3
2,9,2
2,10,2
2,11,2
3,1,3
3,2,3
3,5,1
3,6,2
3,7,1
3,10,2
3,11,1
3,12,3
3,13,2
3,14,3
3,15,1
4,1,2
4,4,2
4,6,2
4,7,2
4,9,2
4,11,2
5,3,2
5,4,1
5,7,3
5,8,2
5,13,0
5,14,1
5,15,1
6,3,3
6,4,2
6,5,3
6,6,1
6,7,1
7,3,2
7,6,2
7,8,2
7,10,2
7,12,2
7,14,1
7,15,3
8,2,2
8,4,3
8,5,2
8,6,3
8,10,3
8,11,2
8,12,2
8,13,2
8,14,2
8,15,3
9,4,1
9,6,1
9,11,1
9,14,0
9,15,3
10,1,1
10,6,2
10,10,2
10,12,3
11,1,3
11,4,2
11,7,2
11,10,3
11,11,0
11,12,3
11,13,2
11,14,2
11,15,2
12,1,1
12,2,1
12,3,3
12,4,1
12,5,2
12,6,2
12,10,3
12,12,3
12,13,1
13,1,2
13,3,2
13,10,1
13,11,1
14,3,2
14,4,2
14,5,1
14,6,2
14,10,2
14,11,2
14,12,3
15,1,3
15,3,1
15,7,2
15,10,3
15,11,2
15,13,2
15,14,3
