row=20
col=20
1,1,3
1,2,2
1,3,2
1,4,2
1,12,3
1,13,2
1,19,2
1,20,0
2,1,2
2,2,2
2,4,1
2,5,3
2,6,3
2,12,2
2,16,3
2,17,3
3,2,2
3,3,3
3,7,2
3,8,1
3,9,3
3,14,0
3,16,2
3,17,1
3,18,3
3,20,3
4,3,2
4,5,2
4,11,3
4,12,2
4,13,3
4,14,2
4,17,2
4,19,2
5,2,2
5,3,1
5,4,3
5,5,1
5,6,2
5,10,2
5,12,2
5,16,1
6,2,2
6,3,1
6,7,3
6,9,3
6,11,3
6,12,0
6,14,1
6,18,1
7,3,1
7,4,2
7,6,2
7,10,2
7,18,2
7,19,2
7,20,3
8,2,3
8,5,1
8,6,3
8,13,2
8,15,2
8,16,2
8,17,3
8,18,1
9,2,1
9,3,2
9,5,2
9,7,1
9,8,2
9,12,2
9,14,3
9,16,2
9,18,2
9,20,3
10,2,2
10,4,1
10,5,2
10,6,1
10,9,2
10,11,3
10,14,1
10,15,3
11,2,2
11,4,2
11,6,3
11,9,3
11,10,1
11,14,1
11,15,1
11,16,2
11,17,2
12,3,3
12,4,1
12,5,2
12,6,1
12,7,1
12,8,2
12,10,2
12,11,3
12,12,2
12,15,2
12,16,2
12,17,1
12,19,2
13,3,2
13,5,3
13,10,3
13,13,2
13,14,1
13,15,1
13,16,2
13,17,2
14,1,3
14,7,2
14,8,2
14,9,1
14,10,2
14,15,2
14,17,2
14,19,2
14,20,3
15,2,3
15,3,1
15,4,1
15,6,1
15,9,3
15,10,2
15,12,1
15,14,1
15,17,1
15,18,3
15,20,2
16,1,1
16,2,1
16,3,1
16,4,2
16,7,2
16,8,1
16,9,1
16,14,2
16,15,2
16,16,3
16,17,2
17,1,3
17,2,2
17,5,1
17,9,2
17,11,1
17,13,3
17,17,1
17,18,2
18,2,2
18,4,3
18,6,3
18,8,2
18,10,3
18,13,3
18,14,2
18,16,2
18,17,3
18,18,2
18,19,3
19,3,2
19,7,2
19,8,2
19,11,2
19,13,3
19,16,2
19,19,3
20,1,3
20,4,3
20,9,2
20,10,1
20,11,3
20,16,2
20,19,2
