row=30
col=25
1,3,2
1,5,2
1,6,3
1,9,2
1,13,2
1,14,2
1,21,2
1,23,2
2,1,3
2,4,2
2,5,2
2,10,2
2,13,1
2,15,2
2,18,3
2,19,2
2,20,3
2,21,1
2,24,3
2,25,2
3,1,3
3,2,1
3,3,3
3,7,2
3,11,2
3,14,3
3,16,3
3,18,2
3,22,3
4,4,1
4,5,2
4,6,3
4,7,2
4,8,3
4,9,0
4,12,3
4,16,2
4,18,0
4,19,3
4,22,0
4,25,2
5,3,2
5,5,1
5,7,1
5,9,3
5,13,3
5,15,3
5,16,2
5,21,3
5,23,3
5,25,3
6,6,3
6,7,2
6,9,2
6,11,2
6,15,3
6,16,2
6,20,2
6,21,1
6,24,2
6,25,2
7,2,3
7,4,3
7,7,2
7,10,2
7,12,3
7,14,3
7,16,1
7,18,2
7,20,1
7,21,2
7,24,2
8,4,2
8,5,1
8,6,3
8,9,2
8,11,2
8,12,1
8,13,2
8,16,2
8,19,1
8,22,3
9,4,1
9,9,1
9,10,2
9,12,1
9,13,3
9,16,3
9,17,2
9,22,1
9,24,2
10,2,2
10,3,1
10,8,2
10,9,1
10,10,2
10,12,1
10,13,2
10,15,1
10,16,2
10,18,3
10,20,2
10,21,2
10,23,3
11,5,1
11,8,2
11,11,2
11,15,1
11,17,2
11,18,2
11,19,2
11,20,3
11,21,2
11,23,2
12,2,2
12,4,2
12,5,3
12,6,2
12,8,1
12,9,3
12,11,2
12,12,2
12,13,2
12,14,3
12,18,2
12,19,2
12,20,2
12,25,2
13,3,3
13,5,1
13,6,1
13,11,3
13,13,2
13,19,3
13,21,2
13,23,3
13,25,3
14,1,3
14,2,1
14,3,1
14,4,2
14,5,2
14,8,2
14,10,2
14,11,2
14,12,2
14,13,2
14,15,2
14,20,1
14,21,1
14,22,3
14,24,1
14,25,3
15,3,3
15,8,3
15,9,2
15,18,1
15,23,2
15,25,3
16,1,3
16,4,2
16,5,2
16,6,3
16,14,0
16,15,3
16,16,2
16,19,2
16,21,1
16,22,3
17,1,2
17,3,1
17,5,2
17,7,2
17,9,1
17,10,2
17,12,2
17,13,3
17,15,2
17,19,1
17,20,1
17,23,2
18,3,3
18,6,3
18,7,3
18,9,3
18,10,2
18,12,1
18,14,2
18,15,3
18,19,2
18,21,3
18,24,3
18,25,2
19,1,1
19,2,2
19,5,2
19,6,1
19,10,1
19,11,3
19,12,3
19,14,1
19,15,2
19,16,2
19,19,1
19,20,2
19,21,0
19,22,2
19,23,0
20,4,2
20,7,2
20,8,2
20,15,3
20,24,3
21,5,2
21,7,1
21,9,2
21,13,3
21,15,2
21,16,2
21,18,2
21,19,3
21,21,1
21,24,2
22,2,2
22,6,3
22,8,3
22,10,2
22,17,2
22,18,1
22,21,2
22,24,2
22,25,2
23,3,2
23,4,2
23,6,3
23,8,2
23,12,3
23,13,3
23,15,2
23,19,3
23,21,3
23,24,2
23,25,2
24,1,2
24,2,1
24,4,2
24,5,1
24,6,2
24,7,1
24,8,1
24,10,1
24,11,2
24,12,2
24,14,3
24,15,1
24,18,1
24,19,1
25,1,2
25,7,1
25,8,2
25,9,3
25,10,2
25,14,3
25,16,3
25,18,2
25,20,3
25,23,1
25,25,3
26,1,2
26,3,2
26,4,3
26,6,2
26,8,2
26,9,1
26,11,2
26,12,1
26,13,1
26,19,2
26,20,2
26,23,2
27,1,2
27,2,1
27,4,2
27,6,1
27,7,1
27,10,2
27,15,2
27,18,3
27,19,2
27,20,2
27,23,1
28,3,2
28,4,3
28,7,3
28,10,3
28,11,2
28,12,2
28,16,2
28,17,1
28,18,2
28,19,3
28,20,1
28,23,2
29,1,2
29,3,2
29,6,2
29,7,2
29,8,1
29,12,2
29,15,2
29,22,2
29,24,3
29,25,2
30,1,3
30,3,0
30,4,2
30,7,2
30,8,2
30,9,2
30,10,2
30,11,1
30,13,3
30,14,3
30,22,3
30,23,2
30,25,3
